time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
3188,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9
3189,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98,294.98
3190,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32,293.32
3191,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47,292.47
3192,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02,292.02
3193,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95,291.95
3194,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36,291.36
3195,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86,289.86
3196,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98,288.98
3197,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15
3198,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47,289.47
3199,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93,291.93
3200,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44
3201,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24,298.24
3202,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03,301.03
3203,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15
3204,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65
3205,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48
3206,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95
3207,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95,304.95
3208,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48
3209,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92,301.92
3210,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
3211,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77,298.77
3212,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16,295.16
3213,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77,294.77
3214,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14,293.14
3215,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35,292.35
3216,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52,291.52
3217,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68,290.68
3218,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85,289.85
3219,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17
3220,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33
3221,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43
3222,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15,289.15
3223,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74,291.74
3224,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59,295.59
3225,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58
3226,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65
3227,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03,302.03
3228,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82
3229,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35
3230,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
3231,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
3232,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43,304.43
3233,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14
3234,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
3235,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16,297.16
3236,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43
3237,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15,294.15
3238,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64,293.64
3239,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86,292.86
3240,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86,291.86
3241,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2,291.2
3242,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85,290.85
3243,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36,290.36
3244,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17,289.17
3245,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03,289.03
3246,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75
3247,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43
3248,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26
3249,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27,299.27
3250,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04,301.04
3251,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15
3252,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82,303.82
3253,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65
3254,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
3255,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
3256,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48,304.48
3257,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59
3258,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6
3259,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05,297.05
3260,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53,295.53
3261,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98,293.98
3262,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65
3263,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84
3264,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17
3265,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34
3266,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,320.02880999999996,290.51,290.51,290.51,290.51,290.51,290.51,290.51
3267,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17
3268,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84
3269,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6
3270,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25
3271,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26,291.26
3272,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86,293.86
3273,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65,295.65
3274,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82
3275,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75
3276,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85,300.85
3277,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6,301.6
3278,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55
3279,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65
3280,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66
3281,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
3282,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76,297.76
3283,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26,295.26
3284,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03
3285,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65,292.65
3286,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15,291.15
3287,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37,290.37
3288,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84,291.84
3289,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17,291.17
3290,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34
3291,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84,289.84
3292,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48,289.48
3293,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04,289.04
3294,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48,288.48
3295,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6
3296,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38
3297,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35,295.35
3298,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45
3299,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25
3300,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26,298.26
3301,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65
3302,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95
3303,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85,298.85
3304,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48,298.48
3305,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37,297.37
3306,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93,295.93
3307,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83,293.83
3308,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16,292.16
3309,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56,292.56
3310,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63,291.63
3311,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5
3312,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5
3313,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01
3314,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33
3315,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67,289.67
3316,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81,288.81
3317,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9,288.9
3318,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95
3319,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24,290.24
3320,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84,292.84
3321,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44,295.44
3322,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15
3323,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65,298.65
3324,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65
3325,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37
3326,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6
3327,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71
3328,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37,300.37
3329,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04
3330,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48,297.48
3331,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14,296.14
3332,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57
3333,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16,294.16
3334,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15,293.15
3335,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01,292.01
3336,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01,291.01
3337,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17,290.17
3338,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33
3339,289.01,289.01,289.01,289.01,289.01,289.01,318.401,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01,289.01
3340,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66,288.66
3341,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75
3342,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75,288.75
3343,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34,290.34
3344,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81,292.81
3345,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59,294.59
3346,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15,296.15
3347,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93
3348,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59,297.59
3349,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93,298.93
3350,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95
3351,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04,299.04
3352,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27,298.27
3353,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82,297.82
3354,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93
